epoch,train_loss,val_loss,epoch_time
1,0.3778754865147465,0.3485984692319495,27.252328395843506
2,0.34808250031437316,0.3120094574377185,29.019102334976196
3,0.3284238329773696,0.2965799076635329,25.019190311431885
4,0.313698266748856,0.28651138993560293,24.80828833580017
5,0.3003784753249633,0.2737723916280465,22.574939966201782
6,0.2914097339869394,0.26869894735148697,24.8259220123291
7,0.28429499713975764,0.267087493519314,25.199591636657715
8,0.2783542091948282,0.25575537344471355,23.7166485786438
9,0.27398820735805823,0.25734816980166514,24.093162536621094
10,0.2696224211373787,0.24779864144129832,22.495346307754517
11,0.2660065373385928,0.2484455501935521,23.70162081718445
12,0.2622760134447512,0.24551777053074758,23.100261449813843
13,0.25882818547219993,0.24025498941296436,23.2493577003479
14,0.2565717726839819,0.2411324381828308,24.065356969833374
15,0.2545267249129421,0.23876831961459802,23.97689437866211
16,0.25223854831105025,0.2378952222280815,23.25760507583618
17,0.24951526082495354,0.23308923376388238,24.75942873954773
18,0.24821309623344937,0.2305750272801665,24.470495462417603
19,0.24637804347425168,0.23307226891400384,22.96559166908264
20,0.24474409837739747,0.2328629273860181,23.316497325897217
21,0.24300970370447084,0.22955119438835833,23.139861822128296
22,0.2419869984065935,0.22808841701413765,23.46808934211731
23,0.24119287692142977,0.22985471589643447,23.959471940994263
24,0.2392581437724341,0.22545486957323355,23.146024227142334
25,0.238525199985589,0.22730985772414286,24.003231525421143
26,0.23763826696261817,0.22634937919554163,26.952994108200073
27,0.2370861717284362,0.2269486333014535,24.921348571777344
28,0.2357320377198827,0.2237237090947198,30.6692795753479
29,0.23553099162425858,0.22260639584455333,23.89592170715332
30,0.2346025941847058,0.22228961621151597,23.191362380981445
31,0.23386062803641758,0.2224363064179655,22.532705783843994
32,0.23288227479865117,0.22529509810150647,22.48742437362671
33,0.2318867687865084,0.2224870372991093,21.45789408683777
34,0.23212782115910827,0.22480390135382042,21.553874492645264
35,0.23176998955287118,0.2216789778627333,26.17209529876709
36,0.23103619046058518,0.22221906825167234,21.69535541534424
37,0.23067184948624242,0.2245789934865764,22.04782247543335
38,0.2303079615920464,0.21996221581443412,22.652508974075317
39,0.23003473002927582,0.21828026507721573,21.136663675308228
40,0.228944551372019,0.22027351133158948,21.18480134010315
