epoch,train_loss,val_loss,epoch_time
1,0.5419297436802413,0.3439969823497241,20.396857023239136
2,0.39295961498365706,0.32170757040625714,20.991058588027954
3,0.3608497743928984,0.28749613976869426,20.552956104278564
4,0.33998365429796784,0.2671249692068725,20.92202925682068
5,0.3246511588953568,0.24295096563511206,21.34660840034485
6,0.3127137306958331,0.23347472851393652,21.67900562286377
7,0.3038133128257833,0.23345284163951874,23.44002103805542
8,0.29657867381156977,0.22651283320833426,22.689756155014038
9,0.29101785073500935,0.22687394452876733,22.32519006729126
10,0.2863396566321417,0.21920407087099356,21.0999858379364
11,0.2816318942770839,0.21503657713288166,20.166378259658813
12,0.2794478919582435,0.21389243006706238,20.779792547225952
13,0.2755675937357322,0.2108456656092503,20.10074758529663
14,0.2723741586522275,0.21812295571702425,21.164352416992188
15,0.27082746356619636,0.21245615697297893,24.278529167175293
16,0.2686256212696062,0.21131747374769116,21.257566213607788
17,0.26615483358873593,0.20476885823929897,20.76726722717285
18,0.26367898327812184,0.20908884191122212,20.728104829788208
19,0.262490799630664,0.20467557672594414,20.949347972869873
20,0.26069402445465645,0.2026889903134987,20.818588733673096
21,0.2590355503495478,0.20488916337490082,20.966130256652832
22,0.2573642020123709,0.20307894783918976,20.61654019355774
23,0.25586355411285183,0.19824850437093955,21.230674028396606
24,0.25470042817321115,0.19959096537261714,20.640448570251465
25,0.25332768622030144,0.19881775022530165,20.283812999725342
26,0.2518010367490219,0.19447003769092872,21.228233814239502
27,0.2507857205710801,0.19695406126194312,20.71220564842224
28,0.2490831180293365,0.19365152521211593,23.90385890007019
29,0.24871874385881254,0.19489609193606455,21.860365867614746
30,0.24779852832339413,0.19584092180259893,20.651118993759155
31,0.24692055434518861,0.1973474731699365,20.180095434188843
32,0.24679512066561132,0.19301339593089994,20.60702085494995
33,0.24574340853402624,0.1947829901683526,20.878211975097656
34,0.2448382479440275,0.19605977906555425,20.401124000549316
35,0.2438706033912842,0.18982436153732363,20.734591245651245
36,0.2435178910498093,0.18817423284053802,21.13146710395813
37,0.2433212807276071,0.19180860407039768,21.043542623519897
38,0.2419421554566278,0.19067215650785166,21.799561500549316
39,0.2411142603570456,0.19088446532116563,22.86910915374756
40,0.2413850388492978,0.1907843329378816,22.297775268554688
